"id","email","age","distance2offline","online_visits","online_trans","online_ads","online_spend","offline_trans","offline_spend","rating4service","rating4products","newsreceived","newscharges"
666,"yes",31,3.223,4,2,1,11.51,0,0,3,3,43,1360.25
667,"no",36,14.582,0,0,0,0,0,0,3,3,54,384.25
668,"yes",26,6.127,15,6,2,64.02,1,33.46,NA,NA,32,3655.45
669,"no",42,4.536,8,3,2,34.54,0,0,NA,NA,10,1451.6
670,"yes",30,5.903,0,0,0,0,1,26.3,2,2,8,740.3
671,"yes",38,22.879,19,10,1,64.74,2,56.43,4,3,48,74.7
672,"yes",33,4.135,42,23,3,413.16,0,0,2,2,20,6786.1
673,"yes",32,3.071,3,1,1,5.65,5,81.63,4,4,24,2484
674,"yes",25,11.859,0,0,2,0,1,38.31,3,1,41,4916.95
675,"yes",31,1.292,2,1,2,10.59,1,54.82,3,3,64,3824.2
676,"yes",33,10.072,1,0,1,0,2,31.73,2,2,12,1393.6
677,"yes",30,41.281,0,0,3,0,0,0,NA,NA,40,900.5
678,"no",36,3.665,2,0,2,0,2,55.81,NA,NA,33,811.8
679,"no",37,2.503,8,4,0,0,3,45.08,2,2,1,250.1
680,"yes",26,7.426,0,0,2,0,0,0,NA,NA,68,143.65
681,"yes",25,11.663,5,3,1,16.22,0,0,5,3,15,1132.35
682,"no",34,6.497,22,8,1,48.77,1,26.06,3,3,26,5357.75
683,"yes",34,2.834,0,0,2,0,3,116.29,2,2,10,1332.4
684,"no",30,3.278,0,0,0,0,3,104.43,NA,NA,72,2429.1
685,"yes",30,7.312,21,7,1,36.91,1,35.47,4,2,71,246.3
686,"yes",39,235.903,0,0,0,0,0,0,3,3,24,1028.75
687,"yes",36,145.908,3,1,2,11.31,0,0,4,4,48,340.35
688,"yes",26,1.792,5,1,1,5.33,2,54.87,NA,NA,69,768.05
689,"yes",38,2.495,0,0,2,0,2,85.4,3,3,34,7261.75
690,"no",41,50.708,0,0,1,0,1,50.79,3,3,12,1378.75
691,"yes",33,10.843,17,6,1,35.04,1,39.24,NA,NA,22,3184.25
692,"yes",35,2.624,8,2,1,14.2,2,71.63,NA,NA,1,59.2
693,"yes",43,2.235,53,15,1,101.63,0,0,NA,NA,1,141.5
694,"yes",35,7.91,1,1,1,6.07,0,0,NA,NA,5,450.4
695,"yes",36,7.995,16,3,2,46.21,1,44.75,NA,NA,43,1404.65
696,"yes",33,3.67,1,0,2,0,1,17.37,2,1,49,5234.95
697,"yes",32,53.089,101,31,2,349.34,1,30.38,5,2,43,117.05
698,"yes",26,9.126,0,0,0,0,0,0,4,3,21,19.25
699,"yes",31,3.916,40,11,1,75.05,3,63.26,3,2,14,1713.1
700,"yes",30,2.69,16,8,2,94.79,5,186.73,4,4,1,2263.4
701,"yes",32,18.271,26,4,1,24.81,0,0,NA,NA,47,1382.9
702,"no",25,5.754,1,0,0,0,1,34.25,NA,NA,6,8289.2
703,"yes",35,19.248,1,0,0,0,1,25.35,NA,NA,69,1242.25
704,"yes",27,37.542,11,4,2,45.83,1,18.47,NA,NA,8,7405.5
705,"no",31,9.434,0,0,1,0,1,45.15,3,2,2,6979.8
706,"yes",27,1.981,0,0,0,0,3,124.49,3,2,25,84.85
707,"yes",34,5.497,0,0,2,0,0,0,4,2,66,2145
708,"yes",41,42.248,1,0,2,0,1,26.44,3,2,38,5511.65
709,"yes",40,1.957,386,106,2,1586.17,0,0,4,4,46,5420.65
710,"yes",37,12.605,4,2,1,11.32,1,34.96,NA,NA,70,1183.05
711,"no",36,2.937,0,0,2,0,5,88.53,2,1,1,2806.9
712,"yes",34,6.717,26,7,1,37.81,2,68.79,NA,NA,10,1910.6
713,"no",32,15.728,3,1,2,13.07,1,31.35,NA,NA,50,5598
714,"no",37,44.91,6,1,3,20.85,1,17.87,NA,NA,38,165
715,"no",38,11.259,1,0,2,0,1,64.63,3,2,65,3283.05
716,"yes",32,184.215,0,0,3,0,0,0,3,2,57,1180.95
717,"yes",32,42.698,0,0,1,0,0,0,3,3,48,467.5
718,"yes",31,9.805,40,11,0,0,1,38.36,5,3,49,1566.75
719,"yes",29,82.252,44,12,2,149.78,0,0,NA,NA,72,20.95
720,"yes",42,5.408,13,5,2,58.58,2,77.12,NA,NA,29,2983.65
721,"no",27,8.178,18,6,2,80.38,1,92.02,3,3,1,6185.15
722,"yes",31,1.293,18,1,0,0,5,96.49,4,3,70,300.8
723,"yes",38,5.062,0,0,0,0,1,22.93,3,2,72,847.25
724,"yes",49,2.419,2,1,3,15.77,1,38.58,NA,NA,4,659.35
725,"yes",38,63.164,1,1,2,12.05,0,0,4,3,1,2398.4
726,"yes",25,4.508,31,11,1,50.61,3,69.74,NA,NA,72,3886.45
727,"yes",33,16.883,0,0,1,0,2,34.53,4,1,26,3303.05
728,"yes",32,4.074,9,1,2,13.43,1,57.04,4,3,1,829.3
729,"yes",35,4.412,43,8,2,99.14,1,41.19,3,3,34,387.2
730,"no",38,5.714,3,0,0,0,3,176.81,NA,NA,17,86.05
731,"yes",34,44.942,51,19,2,215.44,3,93.22,4,2,3,1166.7
732,"yes",39,0.958,1,0,2,0,3,79.29,4,3,43,20.1
733,"yes",28,19.637,55,18,3,324.44,1,28.5,3,3,1,2292.75
734,"yes",37,71.396,2,1,2,10.1,0,0,3,3,7,4653.85
735,"yes",35,20.261,0,0,2,0,1,26.36,4,2,16,2029.05
736,"yes",38,3.6,69,19,0,0,2,33.09,NA,NA,20,788.8
737,"yes",30,2.081,21,6,4,151.12,4,141.09,4,3,54,1621.35
738,"yes",30,42.745,35,10,3,184.8,0,0,2,2,70,2782.4
739,"yes",27,42.883,0,0,1,0,0,0,3,2,5,1643.55
740,"no",33,2.179,56,16,1,97.57,3,73.2,NA,NA,56,792.15
741,"no",32,1.845,0,0,1,0,0,0,NA,NA,15,72
742,"yes",33,12.884,0,0,3,0,1,21.5,NA,NA,50,6038.55
743,"yes",33,21.814,7,1,1,5.98,0,0,2,2,30,3375.9
744,"yes",30,4.499,0,0,1,0,0,0,2,2,68,3488.15
745,"yes",42,4.602,0,0,1,0,0,0,NA,NA,13,1504.05
746,"yes",34,11.203,19,9,0,0,1,16.66,NA,NA,20,1400.55
747,"yes",29,13.769,48,15,2,162.02,0,0,3,4,66,1021.8
748,"yes",37,13.89,0,0,1,0,1,15.45,4,3,13,102.75
749,"yes",42,3.526,0,0,2,0,2,45.27,NA,NA,72,2602.9
750,"yes",29,1.094,0,0,1,0,1,20.32,1,1,46,19.45
751,"yes",36,1.427,0,0,2,0,8,170.4,NA,NA,11,2433.9
752,"yes",26,16.48,9,3,2,34.54,1,27.93,NA,NA,4,805.1
753,"yes",33,160.335,0,0,1,0,1,30.38,3,1,2,449.3
754,"yes",36,58.685,67,17,0,0,0,0,NA,NA,34,797.1
755,"yes",32,8.284,15,7,2,77.27,0,0,NA,NA,2,2546.85
756,"yes",22,30.455,16,5,2,58.01,0,0,3,3,55,70.25
757,"yes",24,22.048,1,0,0,0,1,31.66,NA,NA,4,3921.3
758,"yes",32,14.317,0,0,0,0,1,42.87,3,2,71,4976.15
759,"yes",29,3.297,118,35,1,226.68,2,100.63,NA,NA,13,6671.7
760,"yes",31,34.624,0,0,3,0,1,51.65,5,3,30,3152.5
761,"yes",32,2.555,0,0,0,0,0,0,NA,NA,13,338.1
762,"yes",38,19.292,66,18,0,0,4,80.92,4,4,7,6891.4
763,"yes",38,5.536,0,0,0,0,5,211.07,3,3,30,139.05
764,"yes",34,12.906,1,1,5,26.66,1,22.69,NA,NA,28,4855.35
765,"yes",41,13.812,10,2,2,26.21,2,84.39,NA,NA,0,356.1
766,"yes",36,144.78,0,0,1,0,0,0,5,4,63,455.3
767,"yes",32,6.791,111,34,1,203.92,1,22.22,NA,NA,18,1103.25
768,"no",39,5.691,0,0,2,0,0,0,3,3,39,561.15
769,"no",35,9.908,0,0,1,0,1,71.24,NA,NA,35,6890
770,"yes",43,49.392,18,7,1,42.68,0,0,3,4,41,2838.55
771,"yes",36,8.05,0,0,2,0,0,0,3,2,29,74.2
772,"yes",26,5.295,337,95,1,559.83,2,22.31,NA,NA,50,898.35
773,"yes",28,22.776,0,0,2,0,0,0,5,3,8,7511.9
774,"yes",30,9.065,158,54,2,665.46,2,66.24,3,2,72,3027.25
775,"yes",30,4.97,0,0,1,0,3,114.74,3,1,2,7133.1
776,"no",28,4.486,0,0,2,0,0,0,NA,NA,59,86.6
777,"no",34,7.188,0,0,3,0,0,0,NA,NA,54,855.3
778,"yes",37,10.872,5,1,1,5.11,0,0,4,2,29,7234.8
779,"no",34,198.495,56,19,0,0,0,0,NA,NA,2,447.75
780,"yes",31,16.486,48,16,1,91.39,0,0,2,1,3,3772.5
781,"yes",31,22.185,7,1,4,26.64,1,18.38,2,3,68,97.5
782,"yes",40,2.744,0,0,2,0,3,135.46,3,1,35,445.3
783,"yes",25,17.199,25,4,2,59.71,0,0,2,1,4,1293.8
784,"yes",43,9.105,2,0,2,0,2,39.35,NA,NA,64,809.75
785,"yes",41,9.574,0,0,0,0,0,0,NA,NA,36,56.35
786,"no",30,20.175,0,0,1,0,0,0,2,3,52,606.55
787,"yes",34,32.159,4,0,0,0,1,46.08,NA,NA,18,695.85
788,"yes",38,17.667,54,16,3,348.48,0,0,2,1,72,101.45
789,"yes",32,6.296,243,68,1,433.5,1,16.29,NA,NA,66,20.45
790,"yes",39,15.131,10,4,3,65.32,2,68.4,3,3,1,4052.4
791,"yes",30,11.965,0,0,1,0,0,0,3,2,4,68.65
792,"yes",35,33.354,0,0,3,0,0,0,3,3,60,5440.9
793,"yes",34,4.967,116,34,1,191.68,1,17.36,NA,NA,40,854.45
794,"yes",31,1.499,175,61,0,0,1,21.87,2,2,55,1326.35
795,"yes",36,50.661,25,3,2,35.77,1,44.63,3,2,8,1152.8
796,"yes",36,5.24,1,1,1,6.17,4,208.12,NA,NA,68,447.9
797,"yes",31,20.978,104,32,2,314.32,1,30.45,NA,NA,11,89.75
798,"yes",23,2.673,0,0,2,0,2,167.21,4,3,1,1737.45
799,"yes",31,160.682,1,0,1,0,1,19.77,3,4,72,1363.45
800,"yes",29,2.622,10,4,1,25.6,0,0,3,3,19,518.3
801,"yes",35,33.111,256,80,4,1850.53,0,0,3,3,46,4228.55
802,"yes",28,7.703,120,39,0,0,1,22.44,3,3,30,1497.9
803,"yes",33,27.52,5,1,1,5.71,0,0,NA,NA,34,2847.2
804,"no",34,2.429,38,18,2,262.59,0,0,NA,NA,13,157.75
805,"yes",40,38.895,29,3,3,52.3,0,0,3,1,31,930.9
806,"yes",32,5.084,28,9,2,125.79,0,0,NA,NA,17,648.65
807,"yes",30,33.73,0,0,1,0,1,33.64,2,2,1,1023.9
808,"yes",33,11.424,47,12,2,124.11,2,31.5,2,2,6,4428.45
809,"yes",30,3.282,0,0,2,0,2,112.14,NA,NA,30,498.1
810,"yes",32,18.951,17,6,2,73.51,0,0,NA,NA,1,4442.75
811,"yes",36,7.434,3,0,1,0,0,0,3,3,69,1653.45
812,"yes",34,99.834,16,7,2,72.95,0,0,4,4,23,998.1
813,"yes",35,38.464,11,2,1,10.9,1,60.66,3,4,19,4265
814,"yes",29,7.927,25,3,1,16.77,1,38.74,3,3,4,495.15
815,"yes",34,11.583,71,19,1,124.63,1,31.33,NA,NA,33,20.3
816,"yes",41,0.117,6,1,0,0,17,698.35,NA,NA,21,2215.45
817,"yes",40,2.451,0,0,1,0,1,21.92,3,3,25,4222.95
818,"no",30,118.873,0,0,2,0,0,0,NA,NA,7,49.3
819,"no",39,15.901,16,5,3,88.85,2,71.79,NA,NA,36,2093.9
820,"yes",33,3.032,321,103,1,701.97,1,21.59,2,2,28,1274.45
821,"yes",36,19.962,0,0,3,0,2,86.09,NA,NA,45,50.9
822,"yes",40,0.04,0,0,0,0,18,347.27,4,3,8,5293.4
823,"yes",31,44.053,5,1,3,17.09,0,0,4,3,21,1501.75
824,"yes",35,1.314,41,11,2,130.88,5,161.52,3,3,56,1615.1
825,"yes",29,2.713,176,51,2,703.83,0,0,3,2,1,6770.85
826,"yes",39,28.486,102,34,1,219.44,1,20.67,4,3,1,5034.05
827,"yes",36,5.822,0,0,1,0,0,0,3,1,70,712.75
828,"yes",34,5.396,0,0,1,0,2,133.49,NA,NA,8,1525.35
829,"no",26,8.444,0,0,1,0,1,28.12,NA,NA,1,1664.3
830,"yes",27,62.816,1,1,2,10.79,0,0,2,2,2,6179.35
831,"yes",27,6.874,2,2,1,13.29,1,66.86,2,2,72,883.35
832,"no",29,0.667,1,0,2,0,4,180.11,2,2,6,1759.55
833,"yes",30,0.559,31,13,4,342.38,1,35.5,NA,NA,10,220.4
834,"yes",35,20.601,0,0,3,0,2,89.05,3,2,4,89.1
835,"yes",30,19.043,0,0,0,0,1,20.5,NA,NA,56,2335.3
836,"no",38,5.807,0,0,1,0,0,0,NA,NA,60,1871.85
837,"yes",29,9.305,0,0,1,0,0,0,3,2,23,897.75
838,"yes",39,26.676,1,0,2,0,1,27.34,NA,NA,49,5437.1
839,"yes",37,21.008,1,0,0,0,0,0,3,3,23,109.8
840,"yes",31,20.658,2,0,3,0,2,77.1,3,2,37,7285.7
841,"yes",39,0.553,0,0,1,0,3,110.79,2,2,6,136.75
842,"no",28,1.431,83,27,1,166.07,1,36.39,3,2,3,6520.8
843,"yes",44,8.927,0,0,1,0,1,20.65,NA,NA,8,1130.85
844,"yes",35,16.898,0,0,1,0,0,0,3,3,0,1626.05
845,"yes",44,1.044,22,8,2,82.69,4,62.12,4,4,12,989.05
846,"yes",29,2.217,5,0,1,0,2,78.68,NA,NA,1,30.5
847,"no",36,16.438,1,0,2,0,0,0,3,2,72,4287.2
848,"no",34,0.782,14,3,1,16.25,1,33.48,NA,NA,22,6460.55
849,"yes",30,1.393,0,0,1,0,2,63.32,3,1,2,95
850,"yes",26,1.299,22,6,1,31.1,2,51.03,3,4,9,732.5
851,"yes",23,24.04,73,25,2,303.3,0,0,NA,NA,61,369.6
852,"yes",32,8.946,103,21,1,149.64,5,169.69,NA,NA,67,4508.65
853,"yes",35,1.664,4,0,3,0,2,94.14,NA,NA,1,5459.2
854,"yes",35,2.132,0,0,0,0,2,137.13,5,5,31,2361.8
855,"yes",30,7.373,12,2,1,12.85,0,0,2,2,68,5483.9
856,"no",35,13.757,52,17,1,99.36,1,55.4,3,2,67,1734.5
857,"yes",28,67.196,22,12,0,0,0,0,NA,NA,36,470
858,"no",36,14.315,40,7,1,38.8,1,28.65,NA,NA,71,4720
859,"yes",38,33.422,43,16,1,94.07,0,0,4,3,31,25.7
860,"yes",27,19.093,54,21,1,128.49,0,0,NA,NA,72,346.2
861,"yes",31,26.856,13,6,2,55.73,1,49.07,NA,NA,57,188.1
862,"yes",35,26.902,0,0,4,0,0,0,NA,NA,1,7965.95
863,"yes",29,5.464,171,51,2,653.7,0,0,3,4,7,5608.4
864,"yes",35,5.855,0,0,1,0,4,73.43,3,3,5,2345.55
865,"yes",31,1.748,11,2,2,25.9,1,47.21,NA,NA,1,5832
866,"yes",27,2.889,27,10,1,63.33,3,60.04,NA,NA,11,2688.85
867,"yes",39,1.08,5,2,1,12.85,6,120.79,NA,NA,8,4443.45
868,"yes",44,27.921,47,11,1,77.55,1,47.35,2,1,1,666
869,"yes",36,23.006,12,0,1,0,0,0,3,2,2,485.9
870,"yes",15,2.169,0,0,2,0,0,0,NA,NA,23,4323.45
871,"yes",31,12.522,61,15,1,85.07,4,167.6,NA,NA,35,1358.85
872,"yes",28,2.517,5,0,2,0,1,33.91,2,1,10,5448.6
873,"yes",42,28.5,0,0,3,0,2,99.82,NA,NA,2,3161.4
874,"yes",28,15.32,8,1,1,6.19,1,29.59,NA,NA,51,62.25
875,"yes",37,1.179,2,0,0,0,0,0,3,2,22,1873.7
876,"no",35,4.273,4,3,4,70.23,2,60.33,NA,NA,71,620.55
877,"yes",25,73.244,0,0,1,0,1,49.7,NA,NA,30,1574.45
878,"yes",38,24.289,28,8,1,46.64,0,0,4,3,1,404.2
879,"yes",33,1.129,77,24,0,0,9,191.02,2,2,23,6586.85
880,"yes",32,7.668,240,64,2,817.17,2,102.44,NA,NA,2,1177.05
881,"yes",33,4.673,0,0,1,0,0,0,3,2,72,330.05
882,"yes",36,44.231,0,0,0,0,1,30.39,NA,NA,1,770.6
883,"yes",38,104.632,0,0,2,0,1,39.18,4,4,1,387.7
884,"yes",30,39.468,2,0,3,0,0,0,NA,NA,71,2583.75
885,"no",28,60.191,4,0,0,0,1,29.75,2,2,1,4464.8
886,"yes",33,2.444,0,0,0,0,2,84.88,NA,NA,1,1033
887,"yes",32,5.522,0,0,2,0,1,40.64,NA,NA,1,6786.4
888,"yes",37,93.187,15,5,2,66.84,0,0,NA,NA,66,19.75
889,"yes",31,16.019,0,0,0,0,0,0,NA,NA,38,82.85
890,"yes",39,109.899,35,7,0,0,0,0,4,3,1,2048.8
891,"no",32,17.677,3,0,0,0,1,31.78,3,3,1,2789.7
892,"yes",38,10.012,80,28,3,502.29,1,39.99,NA,NA,52,528.35
893,"yes",36,16.054,0,0,1,0,0,0,2,2,34,181.65
894,"yes",29,2.541,65,13,1,78.84,5,111.06,2,1,46,267.4
895,"yes",36,1.793,80,22,3,379.3,1,31.59,NA,NA,27,1263.85
896,"yes",33,45.603,0,0,1,0,0,0,3,2,68,474.9
897,"yes",23,6.902,13,2,2,24.7,1,34.14,3,1,10,1003.05
898,"yes",37,1.328,0,0,2,0,5,108.98,2,2,72,4370.25
899,"yes",28,2.15,1,0,1,0,1,20.99,NA,NA,44,1506.4
900,"yes",29,4.955,0,0,2,0,1,24.8,2,2,9,5432.2
901,"yes",33,0.694,0,0,1,0,2,74.56,2,2,33,4122.9
902,"yes",33,66.966,2,1,0,0,0,0,4,2,71,5913.95
903,"no",37,9.279,0,0,0,0,0,0,2,1,18,73.55
904,"yes",42,24.148,171,49,2,637.36,0,0,3,2,26,1782.4
905,"yes",30,15.618,60,21,0,0,1,31.91,4,3,20,19.55
906,"yes",29,2.384,65,22,2,267.96,2,33.17,NA,NA,25,4631.7
907,"no",35,2.776,1,0,1,0,0,0,3,2,1,5753.25
908,"no",38,1.038,9,1,0,0,4,124.29,2,2,33,6703.5
909,"yes",32,2.166,5,0,1,0,2,38.63,3,3,40,33.7
910,"yes",37,10.405,0,0,2,0,3,40.3,NA,NA,12,1620.8
911,"yes",41,2.272,19,5,1,37.25,2,73.08,3,2,6,2928.5
912,"yes",25,101.887,32,11,2,130.6,0,0,3,3,44,196.75
913,"yes",35,5.756,265,94,1,545.06,0,0,NA,NA,62,4116.15
914,"yes",30,0.932,67,20,3,349.66,1,50.75,NA,NA,30,1119.9
915,"no",31,0.577,0,0,2,0,3,146.97,4,3,51,2211.8
916,"yes",36,6.577,7,2,1,12.09,2,107.42,4,4,38,696.8
917,"yes",30,6.581,28,12,1,68.01,1,22.83,3,2,54,903.6
918,"yes",34,3.731,0,0,2,0,1,33.28,3,2,5,7493.05
919,"yes",31,2.443,218,68,2,732.14,2,82.85,2,3,1,609.65
920,"yes",29,42.47,52,18,2,237.16,0,0,4,3,3,1753
921,"yes",35,4.47,0,0,0,0,0,0,2,1,59,1128.1
922,"yes",41,15.61,172,52,2,596.46,0,0,NA,NA,43,5236.4
923,"yes",34,1.546,12,2,2,20.84,3,141.23,3,3,67,2545.75
924,"no",28,51.441,0,0,0,0,0,0,NA,NA,56,1964.6
925,"yes",26,8.446,38,12,2,127.36,0,0,NA,NA,15,165.2
926,"no",26,10.47,0,0,3,0,1,37.02,4,2,1,503.25
927,"yes",36,24.015,22,6,1,38.25,1,57.75,4,4,62,160.05
928,"yes",29,5.383,0,0,2,0,0,0,3,3,67,189.1
929,"yes",28,24.443,15,8,3,162.65,0,0,3,2,71,313
930,"yes",37,8.591,0,0,1,0,2,57.17,4,2,28,8349.7
931,"yes",42,15.796,38,15,1,81.66,0,0,3,3,1,6697.35
932,"yes",30,10.362,0,0,2,0,1,27.4,3,2,1,4459.15
933,"yes",32,66.464,10,4,1,25.83,0,0,3,3,49,50.55
934,"yes",32,57.368,108,34,1,221.19,0,0,NA,NA,54,5040.2
935,"yes",33,1.996,10,1,1,6.3,2,111.83,NA,NA,57,7609.75
936,"no",29,3.504,75,35,2,494.27,2,70.78,3,3,4,531.55
937,"yes",25,32.823,130,35,0,0,1,36.57,3,1,34,5293.95
938,"no",25,1.062,1,0,2,0,9,335.86,3,2,71,1846.65
939,"yes",28,5.572,46,14,0,0,0,0,2,2,2,5861.75
940,"yes",31,4.63,38,16,1,104.86,3,51.61,3,3,31,44
941,"yes",42,4.204,21,7,2,79.73,0,0,1,1,40,2890.65
942,"yes",32,4.572,22,10,1,63.7,2,64.8,NA,NA,54,1908.35
943,"yes",37,20.033,332,103,1,738.07,0,0,2,1,4,29.9
944,"yes",31,8.154,16,3,0,0,4,150.48,2,1,3,2200.25
945,"yes",35,4.964,0,0,0,0,0,0,2,1,4,1752.55
946,"yes",41,6.571,0,0,2,0,2,179.67,3,2,52,678.8
947,"yes",35,1.222,50,9,0,0,0,0,4,3,63,125.95
948,"yes",32,8.201,187,58,2,703.34,3,94.71,2,2,67,3126.85
949,"yes",38,1.29,13,2,0,0,3,68.57,NA,NA,46,25.05
950,"no",33,39.509,2,0,2,0,1,67.69,4,3,40,776.25
951,"yes",43,0.639,7,3,2,30.69,2,52.47,NA,NA,18,161.45
952,"yes",38,3.141,2,1,0,0,5,146.05,NA,NA,56,2249.1
953,"yes",36,2.076,25,11,1,57.97,1,46.88,3,1,1,2034.25
954,"yes",38,55.744,0,0,3,0,0,0,2,3,64,442.85
955,"yes",25,24.024,11,5,0,0,0,0,3,3,45,1275.7
956,"yes",42,7.527,4,1,2,12.58,0,0,NA,NA,70,74.9
957,"no",31,4.382,48,16,1,96.61,0,0,3,3,55,84.6
958,"yes",39,80.99,43,12,2,132.89,0,0,4,3,57,19.2
959,"yes",31,1.539,81,20,1,107.79,4,53.6,3,4,69,4368.95
960,"no",38,40.319,1,0,1,0,1,33.84,NA,NA,70,5551.15
961,"yes",35,0.429,8,3,0,0,5,52.38,NA,NA,49,69.7
962,"yes",35,1.839,28,6,1,34.28,0,0,3,2,72,220.45
963,"no",42,8.374,0,0,2,0,0,0,NA,NA,8,202.3
964,"yes",31,5.533,0,0,2,0,2,53.02,NA,NA,63,1258.3
965,"yes",35,46.156,1,1,0,0,0,0,4,3,52,7118.9
966,"yes",31,3.393,0,0,1,0,1,35.62,4,3,1,994.55
967,"yes",36,22.884,3,0,1,0,0,0,NA,NA,15,683.25
968,"yes",25,11.088,3,0,0,0,0,0,3,3,53,3457.45
969,"yes",28,3.141,6,3,1,15.45,4,106.62,NA,NA,60,777.3
970,"yes",33,28.646,18,5,2,55.01,0,0,2,2,31,5222.3
971,"yes",33,34.75,0,0,4,0,0,0,NA,NA,0,333.55
972,"yes",34,27.837,5,3,1,18.51,0,0,3,2,17,6078.75
973,"yes",33,2.226,3,1,1,5.99,1,49.66,NA,NA,54,1390.6
974,"no",23,5.823,4,0,0,0,1,40.45,4,4,30,68.35
975,"yes",34,12.544,1,0,1,0,0,0,2,1,67,2698.35
976,"yes",24,2.405,17,7,0,0,1,34.5,3,2,56,6385.95
977,"yes",32,3.736,11,3,3,62.91,0,0,NA,NA,8,20.15
978,"yes",38,8.715,0,0,3,0,0,0,NA,NA,71,167.2
979,"yes",39,2.803,5,2,2,25.35,4,98.54,NA,NA,20,4016.2
980,"yes",35,1.944,13,7,0,0,1,31.14,2,2,46,4040.65
981,"yes",29,38.025,71,21,2,246.05,0,0,NA,NA,56,1498.2
982,"yes",35,18.267,0,0,0,0,0,0,3,2,42,351.55
983,"yes",29,20.429,0,0,0,0,1,22.91,2,1,72,2835.5
984,"no",38,4.321,14,4,1,21.75,1,27.37,NA,NA,9,2847.4
985,"no",41,6.22,0,0,0,0,2,94.66,NA,NA,67,48.95
986,"yes",34,0.417,0,0,1,0,7,222.28,NA,NA,22,19.2
987,"yes",30,3.432,20,7,3,130,1,48.59,3,3,50,581.7
988,"yes",34,2.668,266,85,2,945.35,1,43.62,NA,NA,66,2917.5
986,"yes",34,0.417,0,0,1,0,7,222.28,NA,NA,22,19.2
989,"yes",37,20.631,34,6,2,72.42,0,0,3,2,33,966.25
990,"yes",43,4.35,28,7,3,135.31,2,76.62,4,3,5,20.45
991,"yes",29,1.533,146,44,0,0,3,59.35,NA,NA,58,2320.8
992,"yes",33,35.726,76,25,2,304.15,0,0,NA,NA,0,7076.35
993,"yes",33,18.751,0,0,1,0,1,14.95,1,1,7,3937.45
994,"yes",30,9.086,0,0,2,0,0,0,4,4,12,5229.8
995,"yes",34,2.867,24,5,1,30.8,1,37.88,4,4,1,1174.35
996,"yes",29,15.042,295,83,0,0,0,0,2,2,8,4113.7
997,"yes",24,19.625,4,1,1,6.94,0,0,4,4,35,551.3
993,"yes",33,18.751,0,0,1,0,1,14.95,1,1,7,3937.45
998,"yes",37,10.078,1,0,0,0,0,0,3,2,2,146.9
999,"yes",36,3.729,0,0,2,0,5,267.95,3,2,70,3266
1000,"no",37,21.959,15,4,0,0,2,82.42,2,2,43,518.9
