"","ad_id","reporting_start","reporting_end","campaign_id","fb_campaign_id","age","gender","interest1","interest2","interest3","impressions","clicks","spent","total_conversion","approved_conversion"
"388",781353,"19/08/2017","19/08/2017","936","116371","35-39","F",10,13,15,7449,1,1.639999986,1,1
"389",781354,"19/08/2017","19/08/2017","936","116371","35-39","F",10,14,16,6424,1,0.529999971,1,0
"390",781438,"18/08/2017","18/08/2017","936","116385","30-34","M",63,65,68,2086,0,0,1,0
"391",781470,"18/08/2017","18/08/2017","936","116391","35-39","M",16,17,18,6016,0,0,1,0
"392",781499,"18/08/2017","18/08/2017","936","116395","35-39","M",15,21,20,6412,1,1.370000005,1,0
"393",781508,"24/08/2017","24/08/2017","936","116397","30-34","F",63,68,64,5040,1,1.440000057,1,0
"394",781556,"24/08/2017","24/08/2017","936","116405","30-34","F",32,37,36,1772,0,0,1,0
"395",781559,"18/08/2017","18/08/2017","936","116405","30-34","F",32,38,34,1783,0,0,1,0
"396",781606,"18/08/2017","18/08/2017","936","116413","35-39","M",20,21,24,8200,3,3.919999957,1,0
"397",781690,"18/08/2017","18/08/2017","936","116427","45-49","F",26,28,30,115896,38,49.44000006,1,0
"398",781811,"18/08/2017","18/08/2017","936","116447","35-39","F",16,17,22,10186,1,1.230000019,1,1
"399",781857,"18/08/2017","18/08/2017","936","116455","30-34","M",20,21,24,9134,3,4.180000067,2,0
"400",781858,"18/08/2017","18/08/2017","936","116455","30-34","M",20,25,22,3385,1,1.440000057,1,1
"401",781907,"19/08/2017","19/08/2017","936","116463","45-49","F",21,27,23,1314,0,0,1,0
"402",781928,"19/08/2017","19/08/2017","936","116467","30-34","M",18,21,22,2916,0,0,1,1
"403",781929,"20/08/2017","20/08/2017","936","116467","30-34","M",18,21,21,6142,1,1.330000043,1,0
"404",781950,"20/08/2017","20/08/2017","936","116471","30-34","F",20,26,21,1984,0,0,1,0
"405",781999,"20/08/2017","20/08/2017","936","116479","30-34","M",24,30,29,9142,3,3.749999881,1,0
"406",782001,"20/08/2017","20/08/2017","936","116479","30-34","M",24,30,28,5475,2,2.730000019,1,1
"407",782022,"20/08/2017","20/08/2017","936","116483","30-34","F",18,24,20,8254,2,2.320000052,1,1
"408",782026,"21/08/2017","21/08/2017","936","116483","30-34","F",18,24,20,5704,1,1.320000052,1,0
"409",782130,"21/08/2017","21/08/2017","936","116501","30-34","F",16,18,21,7301,0,0,1,0
"410",782134,"21/08/2017","21/08/2017","936","116501","30-34","F",16,19,21,37873,5,6.169999957,1,1
"411",782135,"20/08/2017","20/08/2017","936","116501","30-34","F",16,20,17,25267,4,4.940000057,2,1
"412",782171,"20/08/2017","20/08/2017","936","116507","30-34","F",30,31,32,535,0,0,1,0
"413",782180,"19/08/2017","19/08/2017","936","116509","30-34","M",29,34,30,3396,0,0,1,0
"414",782219,"19/08/2017","19/08/2017","936","116515","30-34","M",26,27,32,977,0,0,1,0
"415",782228,"19/08/2017","19/08/2017","936","116517","40-44","F",63,64,66,12318,5,6.340000153,1,1
"416",782242,"19/08/2017","19/08/2017","936","116519","30-34","F",28,34,31,4783,1,0.860000014,1,0
"417",782275,"19/08/2017","19/08/2017","936","116525","30-34","F",29,31,30,6475,1,1.350000024,1,0
"418",782337,"20/08/2017","20/08/2017","936","116535","45-49","F",16,18,19,104578,29,39.25000095,1,1
"419",782407,"20/08/2017","20/08/2017","936","116547","45-49","F",10,12,11,33664,11,12.51000035,1,0
"420",782443,"20/08/2017","20/08/2017","936","116553","40-44","F",20,25,24,979,0,0,1,0
"421",782541,"20/08/2017","20/08/2017","936","116569","40-44","F",28,29,30,7337,3,4.079999924,1,0
"422",782587,"18/08/2017","18/08/2017","936","116577","30-34","M",10,13,16,2499,0,0,1,0
"423",782647,"18/08/2017","18/08/2017","936","116587","40-44","F",27,33,30,11244,3,4.550000191,1,0
"424",782658,"23/08/2017","23/08/2017","936","116589","30-34","M",15,17,19,4827,0,0,1,0
"425",782694,"23/08/2017","23/08/2017","936","116595","35-39","F",29,31,35,29035,7,8.910000086,2,2
"426",782706,"23/08/2017","23/08/2017","936","116597","35-39","F",30,32,32,761,0,0,1,0
"427",782754,"23/08/2017","23/08/2017","936","116605","35-39","F",26,31,32,6532,1,1.610000014,1,0
"428",782815,"23/08/2017","23/08/2017","936","116615","40-44","F",10,16,15,11537,3,4.300000191,1,0
"429",782816,"23/08/2017","23/08/2017","936","116615","40-44","F",10,13,11,12183,3,2.869999945,1,0
"430",782862,"23/08/2017","23/08/2017","936","116623","35-39","F",64,70,67,5912,1,1.559999943,1,1
"431",950068,"23/08/2017","23/08/2017","936","123438","30-34","M",10,12,13,4012,1,1.570000052,1,0
"432",950078,"22/08/2017","22/08/2017","936","123440","30-34","M",16,22,17,12396,2,3.210000038,2,1
"433",950079,"22/08/2017","22/08/2017","936","123440","30-34","M",16,20,22,3142,0,0,2,2
"434",950099,"22/08/2017","22/08/2017","936","123443","30-34","M",18,23,23,1120,0,0,1,0
"435",950109,"22/08/2017","22/08/2017","936","123445","30-34","M",20,24,22,343,0,0,1,1
"436",950170,"22/08/2017","22/08/2017","936","123455","30-34","M",15,19,16,1720,0,0,1,1
"437",950179,"22/08/2017","22/08/2017","936","123457","30-34","M",16,22,19,3423,0,0,1,1
"438",950182,"22/08/2017","22/08/2017","936","123457","30-34","M",16,20,19,3242,0,0,1,0
"439",950183,"22/08/2017","22/08/2017","936","123457","30-34","M",16,22,19,15720,1,1.379999995,1,0
"440",950200,"22/08/2017","22/08/2017","936","123460","30-34","M",10,13,15,1217,0,0,1,1
"441",950224,"22/08/2017","22/08/2017","936","123464","40-44","M",20,21,23,2367,2,2.839999914,1,1
"442",950326,"22/08/2017","22/08/2017","936","123481","35-39","M",16,19,22,6607,1,1.320000052,2,0
"443",950345,"23/08/2017","23/08/2017","936","123484","30-34","M",64,66,65,616,0,0,1,0
"444",950452,"23/08/2017","23/08/2017","936","123502","45-49","M",16,22,22,5537,1,1.519999981,1,0
"445",950463,"19/08/2017","19/08/2017","936","123504","45-49","M",15,19,18,818,0,0,1,0
"446",950495,"19/08/2017","19/08/2017","936","123509","45-49","M",21,25,25,1909,1,0.980000019,1,0
"447",950521,"18/08/2017","18/08/2017","936","123514","30-34","M",21,27,25,351,0,0,1,0
"448",950531,"19/08/2017","19/08/2017","936","123515","45-49","M",22,24,26,572,0,0,1,0
"449",950537,"19/08/2017","19/08/2017","936","123516","40-44","M",36,41,40,1884,1,1.409999967,1,0
"450",950550,"19/08/2017","19/08/2017","936","123519","30-34","M",30,35,36,219,0,0,1,0
"451",950577,"19/08/2017","19/08/2017","936","123523","30-34","M",32,38,34,540,0,0,1,1
"452",950578,"19/08/2017","19/08/2017","936","123523","30-34","M",32,37,37,550,0,0,1,0
"453",950595,"18/08/2017","18/08/2017","936","123526","30-34","M",26,30,31,465,0,0,1,0
"454",950609,"18/08/2017","18/08/2017","936","123528","30-34","M",29,31,35,1761,0,0,1,1
"455",950629,"23/08/2017","23/08/2017","936","123532","30-34","M",65,67,68,152,0,0,1,1
"456",950631,"23/08/2017","23/08/2017","936","123532","30-34","M",65,70,70,152,0,0,1,1
"457",950649,"23/08/2017","23/08/2017","936","123535","30-34","M",64,67,70,429,0,0,1,0
"458",950745,"18/08/2017","18/08/2017","936","123551","30-34","M",29,32,31,1514,0,0,2,2
"459",950770,"18/08/2017","18/08/2017","936","123555","30-34","M",28,31,30,7780,3,4.329999924,2,2
"460",950772,"18/08/2017","18/08/2017","936","123556","35-39","M",28,30,33,460,0,0,1,0
"461",950773,"18/08/2017","18/08/2017","936","123556","35-39","M",28,29,32,471,0,0,1,0
"462",950776,"18/08/2017","18/08/2017","936","123556","35-39","M",28,29,32,2633,1,1.070000052,1,0
"463",950787,"18/08/2017","18/08/2017","936","123558","30-34","M",27,32,30,199,0,0,1,0
"464",950808,"22/08/2017","22/08/2017","936","123562","35-39","M",32,33,38,398,0,0,1,0
"465",950839,"22/08/2017","22/08/2017","936","123567","30-34","M",24,29,25,246,0,0,2,2
"466",950878,"19/08/2017","19/08/2017","936","123573","40-44","M",10,11,15,2967,1,1.5,1,1
"467",950969,"19/08/2017","19/08/2017","936","123588","45-49","M",36,38,40,255,0,0,1,0
"468",951021,"19/08/2017","19/08/2017","936","123597","30-34","F",7,13,9,457,0,0,1,1
"469",951033,"19/08/2017","19/08/2017","936","123599","30-34","F",10,13,13,5517,1,1.230000019,1,0
"470",951035,"19/08/2017","19/08/2017","936","123599","30-34","F",10,15,12,1539,0,0,1,1
"471",951043,"19/08/2017","19/08/2017","936","123601","30-34","F",16,22,17,3189,0,0,1,0
"472",951045,"19/08/2017","19/08/2017","936","123601","30-34","F",16,20,21,3348,0,0,1,0
"473",951046,"19/08/2017","19/08/2017","936","123601","30-34","F",16,18,17,20050,4,4.659999847,4,1
"474",951102,"19/08/2017","19/08/2017","936","123611","45-49","M",16,18,19,2254,0,0,1,0
"475",951105,"19/08/2017","19/08/2017","936","123611","45-49","M",16,20,21,5894,1,1.539999962,1,1
"476",951133,"18/08/2017","18/08/2017","936","123616","35-39","M",16,21,19,9948,2,2.720000029,2,0
"477",951202,"18/08/2017","18/08/2017","936","123627","45-49","F",26,29,28,5307,3,4.289999962,2,1
"478",951225,"18/08/2017","18/08/2017","936","123631","35-39","F",22,28,28,4621,2,3.25,1,1
"479",951270,"18/08/2017","18/08/2017","936","123639","35-39","F",18,21,19,784,0,0,1,1
"480",951282,"18/08/2017","18/08/2017","936","123641","35-39","F",16,22,17,5775,1,1.580000043,1,1
"481",951285,"19/08/2017","19/08/2017","936","123641","35-39","F",16,20,20,9297,2,2.619999886,2,1
"482",951294,"19/08/2017","19/08/2017","936","123643","35-39","F",15,16,17,699,0,0,1,0
"483",951305,"19/08/2017","19/08/2017","936","123644","35-39","F",10,12,13,1104,0,0,1,0
"484",951334,"18/08/2017","18/08/2017","936","123649","30-34","F",64,70,69,3717,1,1.539999962,1,0
"485",951391,"19/08/2017","19/08/2017","936","123659","30-34","F",28,29,33,2879,1,1.590000033,2,2
"486",951392,"20/08/2017","20/08/2017","936","123659","30-34","F",28,31,32,2749,1,1.389999986,1,0
"487",951400,"21/08/2017","21/08/2017","936","123660","45-49","F",10,12,15,24028,9,12.39000034,2,0
"488",951402,"21/08/2017","21/08/2017","936","123661","30-34","F",29,32,31,1118,0,0,1,1
"489",951413,"21/08/2017","21/08/2017","936","123662","30-34","F",26,29,27,1083,0,0,2,1
"490",951420,"21/08/2017","21/08/2017","936","123664","30-34","F",27,33,32,843,0,0,1,0
"491",951444,"21/08/2017","21/08/2017","936","123668","30-34","F",25,28,26,2983,1,0.970000029,1,0
"492",951448,"22/08/2017","22/08/2017","936","123668","30-34","F",25,30,28,696,0,0,1,0
"493",951462,"21/08/2017","21/08/2017","936","123671","45-49","F",16,20,19,7589,2,3.150000095,1,1
"494",951464,"21/08/2017","21/08/2017","936","123671","45-49","F",16,17,21,20997,10,11.94999981,1,0
"495",951465,"21/08/2017","21/08/2017","936","123671","45-49","F",16,18,17,4617,1,1.360000014,1,0
"496",951498,"21/08/2017","21/08/2017","936","123677","45-49","F",20,22,21,259,0,0,1,0
"497",951508,"21/08/2017","21/08/2017","936","123678","30-34","F",18,21,22,1134,0,0,1,0
"498",951542,"20/08/2017","20/08/2017","936","123684","40-44","F",27,32,28,357,0,0,1,0
"499",951607,"20/08/2017","20/08/2017","936","123695","40-44","F",10,15,15,848,0,0,1,1
"500",951608,"20/08/2017","20/08/2017","936","123695","40-44","F",10,15,13,3149,1,1.480000019,1,0
"501",951641,"20/08/2017","20/08/2017","936","123700","40-44","F",2,4,7,87,0,0,1,1
"502",951677,"20/08/2017","20/08/2017","936","123706","35-39","F",27,28,31,2563,1,1.480000019,1,0
"503",951692,"21/08/2017","21/08/2017","936","123709","35-39","F",10,15,14,1107,0,0,1,0
"504",951715,"20/08/2017","20/08/2017","936","123713","45-49","F",64,65,65,10677,5,7.269999981,1,0
"505",951756,"20/08/2017","20/08/2017","936","123720","35-39","F",22,25,26,2189,1,0.409999996,1,0
"506",951779,"20/08/2017","20/08/2017","936","123723","45-49","F",27,32,29,3277,2,2.680000067,1,0
"507",951782,"24/08/2017","24/08/2017","936","123724","45-49","F",26,30,29,781,0,0,1,0
"508",951810,"24/08/2017","24/08/2017","936","123729","35-39","F",16,17,22,2226,0,0,1,0
"509",951812,"29/08/2017","29/08/2017","936","123729","35-39","F",16,18,18,16274,4,6.079999924,2,0
"510",951837,"29/08/2017","29/08/2017","936","123733","45-49","F",20,23,23,2077,1,1.50999999,1,1
"511",951853,"29/08/2017","29/08/2017","936","123736","30-34","F",20,23,25,529,0,0,0,0
"512",951854,"25/08/2017","25/08/2017","936","123736","30-34","F",20,26,25,487,0,0,1,0
"513",951856,"25/08/2017","25/08/2017","936","123736","30-34","F",20,23,21,4626,2,2.099999905,2,0
"514",951941,"25/08/2017","25/08/2017","936","123750","30-34","F",28,33,34,2764,1,1.559999943,1,1
"515",952001,"25/08/2017","25/08/2017","936","123760","45-49","F",10,12,13,5447,2,2.960000038,1,0
"516",952031,"25/08/2017","25/08/2017","936","123765","40-44","F",16,17,17,28169,8,12.36999989,1,1
"517",952080,"29/08/2017","29/08/2017","936","123774","40-44","F",27,30,30,415,0,0,1,0
"518",952100,"29/08/2017","29/08/2017","936","123777","35-39","F",29,31,30,810,0,0,1,1
"519",1121091,"28/08/2017","28/08/2017","1178","144531","30-34","M",10,11,15,1194718,141,254.049996,28,14
"520",1121092,"28/08/2017","28/08/2017","1178","144531","30-34","M",10,12,11,637648,67,122.4,13,5
"521",1121094,"28/08/2017","28/08/2017","1178","144531","30-34","M",10,16,15,24362,0,0,1,1
"522",1121095,"28/08/2017","28/08/2017","1178","144531","30-34","M",10,16,12,459690,50,86.33000112,5,2
"523",1121096,"28/08/2017","28/08/2017","1178","144531","30-34","M",10,11,16,750060,86,161.9099991,11,2
"524",1121097,"29/08/2017","29/08/2017","1178","144532","30-34","M",15,18,18,30068,1,1.820000052,1,0
"525",1121098,"29/08/2017","29/08/2017","1178","144532","30-34","M",15,18,21,1267550,123,236.7699986,24,10
"526",1121100,"29/08/2017","29/08/2017","1178","144532","30-34","M",15,20,17,3052003,340,639.9499981,60,17
"527",1121101,"28/08/2017","28/08/2017","1178","144532","30-34","M",15,17,21,29945,1,1.590000033,2,1
"528",1121102,"25/08/2017","25/08/2017","1178","144532","30-34","M",15,18,20,357856,30,52.97000015,7,3
"529",1121104,"25/08/2017","25/08/2017","1178","144533","30-34","M",16,20,20,2080666,202,360.1500015,40,21
"530",1121105,"26/08/2017","26/08/2017","1178","144533","30-34","M",16,22,19,145999,9,16.5200001,5,2
"531",1121107,"26/08/2017","26/08/2017","1178","144533","30-34","M",16,17,19,32616,1,1.539999962,2,0
"532",1121108,"26/08/2017","26/08/2017","1178","144533","30-34","M",16,20,18,984521,95,163.8999972,26,14
"533",1121110,"26/08/2017","26/08/2017","1178","144534","30-34","M",18,20,22,880814,123,210.3600006,6,2
"534",1121111,"26/08/2017","26/08/2017","1178","144534","30-34","M",18,19,21,182452,20,35.73000026,4,1
"535",1121113,"27/08/2017","27/08/2017","1178","144534","30-34","M",18,24,24,894911,120,215.8399994,7,4
"536",1121114,"27/08/2017","27/08/2017","1178","144534","30-34","M",18,23,23,31349,2,3.800000072,1,0
"537",1121115,"26/08/2017","26/08/2017","1178","144535","30-34","M",19,21,21,410310,55,96.80000055,3,0
"538",1121116,"26/08/2017","26/08/2017","1178","144535","30-34","M",19,20,24,572450,89,157.329998,7,4
"539",1121117,"26/08/2017","26/08/2017","1178","144535","30-34","M",19,24,25,98759,15,26.56999946,1,1
"540",1121119,"25/08/2017","25/08/2017","1178","144535","30-34","M",19,21,22,345371,54,93.08999991,7,3
"541",1121121,"25/08/2017","25/08/2017","1178","144536","30-34","M",20,22,25,323899,46,78.9200002,5,1
"542",1121122,"25/08/2017","25/08/2017","1178","144536","30-34","M",20,21,25,399199,58,103.1500002,3,0
"543",1121123,"25/08/2017","25/08/2017","1178","144536","30-34","M",20,24,22,171202,22,36.53000021,3,1
"544",1121124,"26/08/2017","26/08/2017","1178","144536","30-34","M",20,26,24,128386,15,28.85000002,2,1
"545",1121125,"26/08/2017","26/08/2017","1178","144536","30-34","M",20,26,24,1034284,152,257.7099986,20,9
"546",1121126,"26/08/2017","26/08/2017","1178","144536","30-34","M",20,21,24,45923,5,7.220000148,2,0
"547",1121127,"26/08/2017","26/08/2017","1178","144537","30-34","M",21,23,22,40873,4,7.899999976,2,1
"548",1121128,"26/08/2017","26/08/2017","1178","144537","30-34","M",21,26,22,286553,34,62.06000042,2,1
"549",1121129,"28/08/2017","28/08/2017","1178","144537","30-34","M",21,25,25,20618,1,2.099999905,2,1
"550",1121131,"28/08/2017","28/08/2017","1178","144537","30-34","M",21,27,25,83591,7,14.14000046,2,2
"551",1121132,"21/08/2017","21/08/2017","1178","144537","30-34","M",21,23,27,114923,12,23.73000026,4,2
"552",1121133,"21/08/2017","21/08/2017","1178","144538","30-34","M",22,25,23,25002,1,1.710000038,1,0
"553",1121134,"21/08/2017","21/08/2017","1178","144538","30-34","M",22,27,28,68905,5,9.440000057,1,0
"554",1121136,"21/08/2017","21/08/2017","1178","144538","30-34","M",22,26,26,169588,16,27.79999924,1,0
"555",1121138,"21/08/2017","21/08/2017","1178","144538","30-34","M",22,26,24,328991,35,67.65000057,5,2
"556",1121141,"21/08/2017","21/08/2017","1178","144539","30-34","M",23,29,27,23198,2,2.980000019,1,0
"557",1121142,"21/08/2017","21/08/2017","1178","144539","30-34","M",23,24,27,26890,2,3.24000001,1,0
"558",1121143,"21/08/2017","21/08/2017","1178","144539","30-34","M",23,28,27,221695,31,52.26000011,5,2
"559",1121152,"20/08/2017","20/08/2017","1178","144541","30-34","M",24,29,28,88443,7,13.0400002,1,1
"560",1121153,"20/08/2017","20/08/2017","1178","144541","30-34","M",24,27,30,187856,23,38.38999975,5,1
"561",1121164,"19/08/2017","19/08/2017","1178","144545","30-34","M",25,31,30,570699,80,138.7699997,9,2
"562",1121167,"19/08/2017","19/08/2017","1178","144545","30-34","M",25,29,31,1063508,145,260.3800013,23,7
"563",1121168,"19/08/2017","19/08/2017","1178","144545","30-34","M",25,27,28,50523,6,8.549999952,1,0
"564",1121172,"20/08/2017","20/08/2017","1178","144547","30-34","M",26,30,28,87935,9,15.63000023,1,0
"565",1121173,"20/08/2017","20/08/2017","1178","144547","30-34","M",26,31,32,278225,33,60.19999957,3,0
"566",1121175,"20/08/2017","20/08/2017","1178","144547","30-34","M",26,28,29,209461,20,34.19000006,1,0
"567",1121177,"20/08/2017","20/08/2017","1178","144547","30-34","M",26,28,29,26316,2,3.24000001,3,0
"568",1121181,"20/08/2017","20/08/2017","1178","144549","30-34","M",27,32,29,41030,3,5.140000105,2,1
"569",1121182,"20/08/2017","20/08/2017","1178","144549","30-34","M",27,28,33,876671,120,216.5599982,22,4
"570",1121183,"21/08/2017","21/08/2017","1178","144549","30-34","M",27,32,29,399392,53,93.07000041,5,0
"571",1121184,"22/08/2017","22/08/2017","1178","144549","30-34","M",27,31,29,283858,30,56.05999923,1,0
"572",1121185,"23/08/2017","23/08/2017","1178","144549","30-34","M",27,28,29,260699,31,54.09999871,5,2
"573",1121193,"23/08/2017","23/08/2017","1178","144552","30-34","M",28,34,29,57781,5,7.800000072,2,1
"574",1121195,"23/08/2017","23/08/2017","1178","144552","30-34","M",28,34,33,38757,3,5.220000029,1,0
"575",1121196,"23/08/2017","23/08/2017","1178","144552","30-34","M",28,29,29,1392288,206,358.5500029,31,7
"576",1121197,"23/08/2017","23/08/2017","1178","144552","30-34","M",28,30,32,1109387,159,280.9899995,13,2
"577",1121202,"28/08/2017","28/08/2017","1178","144554","30-34","M",29,32,34,581281,65,115.1200008,10,5
"578",1121203,"23/08/2017","23/08/2017","1178","144554","30-34","M",29,35,33,1048861,128,219.770002,22,8
"579",1121205,"23/08/2017","23/08/2017","1178","144554","30-34","M",29,32,30,297452,30,52.01999986,4,1
