"","ad_id","reporting_start","reporting_end","campaign_id","fb_campaign_id","age","gender","interest1","interest2","interest3","impressions","clicks","spent","total_conversion","approved_conversion"
"580",1121206,"23/08/2017","23/08/2017","1178","144554","30-34","M",29,34,31,227925,22,35.30999994,22,12
"581",1121207,"23/08/2017","23/08/2017","1178","144554","30-34","M",29,34,31,374175,38,63.32000101,8,3
"582",1121211,"23/08/2017","23/08/2017","1178","144556","30-34","M",30,32,31,223586,32,54.24000037,1,0
"583",1121213,"22/08/2017","22/08/2017","1178","144556","30-34","M",30,31,35,283170,39,65.22999996,2,1
"584",1121215,"22/08/2017","22/08/2017","1178","144556","30-34","M",30,31,34,41636,3,4.210000038,1,0
"585",1121216,"22/08/2017","22/08/2017","1178","144556","30-34","M",30,32,34,198658,30,48.60999978,8,1
"586",1121220,"22/08/2017","22/08/2017","1178","144558","30-34","M",31,37,35,100596,10,13.91999972,4,2
"587",1121223,"22/08/2017","22/08/2017","1178","144558","30-34","M",31,37,35,64020,5,11.0599997,1,0
"588",1121224,"23/08/2017","23/08/2017","1178","144558","30-34","M",31,32,33,14289,0,0,1,0
"589",1121229,"22/08/2017","22/08/2017","1178","144561","30-34","M",32,36,37,404866,43,87.42000079,4,0
"590",1121231,"22/08/2017","22/08/2017","1178","144561","30-34","M",32,36,35,22256,1,1.659999967,1,1
"591",1121233,"22/08/2017","22/08/2017","1178","144561","30-34","M",32,34,36,57690,4,6.74000001,1,0
"592",1121241,"27/08/2017","27/08/2017","1178","144562","30-34","M",36,40,37,24952,5,8.220000267,3,2
"593",1121242,"27/08/2017","27/08/2017","1178","144562","30-34","M",36,37,39,38900,3,5.580000043,1,0
"594",1121243,"22/08/2017","22/08/2017","1178","144562","30-34","M",36,42,42,53520,6,9.2299999,1,1
"595",1121244,"22/08/2017","22/08/2017","1178","144562","30-34","M",36,41,41,181683,20,34.22999972,2,1
"596",1121245,"22/08/2017","22/08/2017","1178","144562","30-34","M",36,37,40,29185,2,3.149999976,1,0
"597",1121246,"22/08/2017","22/08/2017","1178","144562","30-34","M",36,41,38,105047,13,20.2099994,3,1
"598",1121250,"22/08/2017","22/08/2017","1178","144565","30-34","M",63,67,64,287976,31,59.43999982,3,2
"599",1121251,"23/08/2017","23/08/2017","1178","144565","30-34","M",63,65,69,212175,22,38.58999968,2,1
"600",1121252,"23/08/2017","23/08/2017","1178","144565","30-34","M",63,69,67,11139,0,0,1,1
"601",1121254,"22/08/2017","22/08/2017","1178","144565","30-34","M",63,64,65,124005,11,21.84999979,4,1
"602",1121255,"22/08/2017","22/08/2017","1178","144565","30-34","M",63,64,67,20423,1,1.960000038,1,0
"603",1121261,"22/08/2017","22/08/2017","1178","144567","30-34","M",64,67,65,103001,14,22.32000005,1,0
"604",1121262,"30/08/2017","30/08/2017","1178","144567","30-34","M",64,66,67,447420,66,110.2399991,7,2
"605",1121263,"30/08/2017","30/08/2017","1178","144567","30-34","M",64,66,69,156101,19,29.75000048,2,2
"606",1121264,"30/08/2017","30/08/2017","1178","144567","30-34","M",64,70,67,93015,12,18.47000015,1,0
"607",1121265,"22/08/2017","22/08/2017","1178","144568","30-34","M",65,70,68,145398,23,36.24000025,1,0
"608",1121269,"22/08/2017","22/08/2017","1178","144568","30-34","M",65,67,67,296413,50,76.43999958,3,1
"609",1121273,"22/08/2017","22/08/2017","1178","144569","30-34","M",2,4,4,9370,0,0,1,1
"610",1121274,"22/08/2017","22/08/2017","1178","144569","30-34","M",2,4,7,63785,7,11.80000019,6,2
"611",1121275,"22/08/2017","22/08/2017","1178","144569","30-34","M",2,8,3,118522,14,26.81999981,2,1
"612",1121276,"22/08/2017","22/08/2017","1178","144569","30-34","M",2,5,5,240123,38,65.67000115,5,4
"613",1121277,"23/08/2017","23/08/2017","1178","144570","30-34","M",7,9,13,169108,20,32.24000025,2,1
"614",1121278,"23/08/2017","23/08/2017","1178","144570","30-34","M",7,13,10,1044442,142,245.5999999,22,8
"615",1121279,"24/08/2017","24/08/2017","1178","144570","30-34","M",7,10,13,93891,11,17.6400001,5,3
"616",1121282,"24/08/2017","24/08/2017","1178","144570","30-34","M",7,11,10,185823,25,38.54999936,4,1
"617",1121284,"24/08/2017","24/08/2017","1178","144571","30-34","M",66,68,70,175631,23,40.75999951,1,0
"618",1121285,"24/08/2017","24/08/2017","1178","144571","30-34","M",66,68,70,37187,4,6.370000005,1,0
"619",1121286,"24/08/2017","24/08/2017","1178","144571","30-34","M",66,67,69,10991,0,0,1,0
"620",1121287,"24/08/2017","24/08/2017","1178","144571","30-34","M",66,69,69,344618,51,89.76000047,3,1
"621",1121289,"24/08/2017","24/08/2017","1178","144572","35-39","M",10,14,13,98066,9,16.1500001,1,0
"622",1121290,"24/08/2017","24/08/2017","1178","144572","35-39","M",10,13,12,770749,100,189.1299984,13,3
"623",1121291,"24/08/2017","24/08/2017","1178","144572","35-39","M",10,16,14,52553,5,8.529999852,1,0
"624",1121292,"23/08/2017","23/08/2017","1178","144572","35-39","M",10,15,16,362296,39,67.77000129,7,3
"625",1121293,"23/08/2017","23/08/2017","1178","144572","35-39","M",10,16,13,427729,50,96.8999989,4,1
"626",1121296,"23/08/2017","23/08/2017","1178","144573","35-39","M",15,17,19,180351,21,37.13000011,1,1
"627",1121297,"23/08/2017","23/08/2017","1178","144573","35-39","M",15,16,16,187329,29,53.15999961,2,1
"628",1121300,"23/08/2017","23/08/2017","1178","144573","35-39","M",15,16,17,782894,118,192.9299995,5,2
"629",1121302,"23/08/2017","23/08/2017","1178","144574","35-39","M",16,17,22,1206533,128,236.1199988,17,6
"630",1121303,"23/08/2017","23/08/2017","1178","144574","35-39","M",16,19,21,84494,7,12.57000017,2,0
"631",1121304,"23/08/2017","23/08/2017","1178","144574","35-39","M",16,17,20,94257,7,12.5800004,1,1
"632",1121309,"23/08/2017","23/08/2017","1178","144575","35-39","M",18,24,20,131060,16,28.04999959,2,1
"633",1121310,"23/08/2017","23/08/2017","1178","144575","35-39","M",18,21,19,341603,50,83.48000121,4,2
"634",1121311,"30/08/2017","30/08/2017","1178","144575","35-39","M",18,20,24,140749,19,30.4799999,1,1
"635",1121312,"30/08/2017","30/08/2017","1178","144575","35-39","M",18,19,21,102525,13,20.29999983,2,1
"636",1121316,"28/08/2017","28/08/2017","1178","144576","35-39","M",19,23,23,447952,68,131.5799983,8,1
"637",1121317,"28/08/2017","28/08/2017","1178","144576","35-39","M",19,25,23,76355,9,14.62999988,2,0
"638",1121319,"28/08/2017","28/08/2017","1178","144577","35-39","M",20,26,26,256598,38,64.46999931,6,1
"639",1121321,"28/08/2017","28/08/2017","1178","144577","35-39","M",20,21,21,127476,21,30.15000057,3,2
"640",1121322,"28/08/2017","28/08/2017","1178","144577","35-39","M",20,22,24,237603,37,62.25000024,5,2
"641",1121327,"28/08/2017","28/08/2017","1178","144578","35-39","M",21,22,22,271091,42,78.03999984,3,1
"642",1121330,"28/08/2017","28/08/2017","1178","144578","35-39","M",21,23,22,21743,2,3.400000095,1,0
"643",1121333,"28/08/2017","28/08/2017","1178","144579","35-39","M",22,25,25,88970,10,14.8300004,2,0
"644",1121334,"28/08/2017","28/08/2017","1178","144579","35-39","M",22,24,26,108362,13,22.42999983,1,1
"645",1121335,"28/08/2017","28/08/2017","1178","144579","35-39","M",22,25,23,188596,27,44.14000034,3,0
"646",1121336,"27/08/2017","27/08/2017","1178","144579","35-39","M",22,24,24,275080,43,69.65999997,4,3
"647",1121337,"27/08/2017","27/08/2017","1178","144580","35-39","M",23,28,28,64647,10,16.26999998,1,0
"648",1121338,"27/08/2017","27/08/2017","1178","144580","35-39","M",23,27,24,31265,4,5.789999902,1,0
"649",1121340,"27/08/2017","27/08/2017","1178","144580","35-39","M",23,27,28,140147,24,42.08000016,2,0
"650",1121341,"27/08/2017","27/08/2017","1178","144580","35-39","M",23,26,27,223120,40,67.66999984,1,0
"651",1121342,"28/08/2017","28/08/2017","1178","144580","35-39","M",23,29,27,104869,18,34.07000089,1,0
"652",1121344,"28/08/2017","28/08/2017","1178","144581","35-39","M",24,27,27,165177,23,41.71999967,4,1
"653",1121345,"27/08/2017","27/08/2017","1178","144581","35-39","M",24,29,29,84194,11,19.56999981,1,0
"654",1121347,"27/08/2017","27/08/2017","1178","144581","35-39","M",24,25,28,220581,31,57.37,1,1
"655",1121350,"29/08/2017","29/08/2017","1178","144582","35-39","M",25,27,31,75804,10,17.36999965,2,1
"656",1121352,"29/08/2017","29/08/2017","1178","144582","35-39","M",25,30,29,368986,59,100.289999,0,0
"657",1121353,"30/08/2017","30/08/2017","1178","144582","35-39","M",25,30,27,28194,3,3.709999919,2,0
"658",1121355,"29/08/2017","29/08/2017","1178","144583","35-39","M",26,29,27,99961,14,23.2099998,1,0
"659",1121359,"29/08/2017","29/08/2017","1178","144583","35-39","M",26,28,27,7573,0,0,1,0
"660",1121361,"30/08/2017","30/08/2017","1178","144584","35-39","M",27,28,33,685781,103,177.8899992,10,1
"661",1121364,"30/08/2017","30/08/2017","1178","144584","35-39","M",27,30,28,274222,43,66.7700001,2,1
"662",1121365,"30/08/2017","30/08/2017","1178","144584","35-39","M",27,33,31,110503,25,32.67999995,4,0
"663",1121367,"30/08/2017","30/08/2017","1178","144585","35-39","M",28,31,29,1447755,233,420.5799983,11,8
"664",1121368,"30/08/2017","30/08/2017","1178","144585","35-39","M",28,33,31,358987,52,87.55000067,1,0
"665",1121369,"30/08/2017","30/08/2017","1178","144585","35-39","M",28,33,31,826205,125,232.3700008,5,1
"666",1121370,"29/08/2017","29/08/2017","1178","144585","35-39","M",28,33,32,550954,84,150.1400012,3,0
"667",1121372,"29/08/2017","29/08/2017","1178","144585","35-39","M",28,34,34,378350,55,96.48000073,4,0
"668",1121373,"29/08/2017","29/08/2017","1178","144586","35-39","M",29,32,33,492784,56,95.5100013,7,4
"669",1121374,"29/08/2017","29/08/2017","1178","144586","35-39","M",29,34,35,327158,43,72.3100003,6,2
"670",1121375,"29/08/2017","29/08/2017","1178","144586","35-39","M",29,31,35,9921,0,0,1,0
"671",1121377,"29/08/2017","29/08/2017","1178","144586","35-39","M",29,34,30,59390,5,9.209999919,5,3
"672",1121378,"29/08/2017","29/08/2017","1178","144586","35-39","M",29,33,33,1040330,147,254.2500038,13,2
"673",1121379,"29/08/2017","29/08/2017","1178","144587","35-39","M",30,31,35,49422,6,11.17000031,1,0
"674",1121380,"29/08/2017","29/08/2017","1178","144587","35-39","M",30,35,32,131091,18,34.23000026,3,1
"675",1121381,"29/08/2017","29/08/2017","1178","144587","35-39","M",30,31,36,95691,15,25.26000011,1,1
"676",1121390,"29/08/2017","29/08/2017","1178","144588","35-39","M",31,32,36,15513,1,1.289999962,1,0
"677",1121391,"20/08/2017","20/08/2017","1178","144589","35-39","M",32,33,33,382537,63,113.9900012,4,3
"678",1121394,"20/08/2017","20/08/2017","1178","144589","35-39","M",32,37,33,461356,64,121.0999982,6,3
"679",1121395,"23/08/2017","23/08/2017","1178","144589","35-39","M",32,38,34,392541,53,98.70000017,3,2
"680",1121398,"23/08/2017","23/08/2017","1178","144590","35-39","M",36,39,38,35088,5,8.800000072,1,1
"681",1121400,"23/08/2017","23/08/2017","1178","144590","35-39","M",36,38,41,53933,6,9.929999948,3,1
"682",1121403,"24/08/2017","24/08/2017","1178","144591","35-39","M",63,65,68,228861,33,53.38999939,4,2
"683",1121405,"24/08/2017","24/08/2017","1178","144591","35-39","M",63,66,69,20959,2,3.769999981,1,1
"684",1121410,"24/08/2017","24/08/2017","1178","144592","35-39","M",64,68,70,24992,2,3.190000057,1,0
"685",1121411,"24/08/2017","24/08/2017","1178","144592","35-39","M",64,70,65,100351,15,24.17999995,2,1
"686",1121412,"24/08/2017","24/08/2017","1178","144592","35-39","M",64,68,70,292448,43,76.89999968,2,1
"687",1121413,"23/08/2017","23/08/2017","1178","144592","35-39","M",64,67,69,65060,7,14.5200001,1,1
"688",1121414,"23/08/2017","23/08/2017","1178","144592","35-39","M",64,70,66,133316,21,36.17000055,2,0
"689",1121415,"23/08/2017","23/08/2017","1178","144593","35-39","M",65,66,71,113501,26,38.44000077,5,4
"690",1121418,"23/08/2017","23/08/2017","1178","144593","35-39","M",65,71,70,192810,41,61.92999995,4,3
"691",1121421,"21/08/2017","21/08/2017","1178","144594","35-39","M",2,8,6,233404,43,70.4100008,2,1
"692",1121422,"23/08/2017","23/08/2017","1178","144594","35-39","M",2,7,7,128843,24,37.5999999,2,0
"693",1121423,"23/08/2017","23/08/2017","1178","144594","35-39","M",2,5,7,63564,12,20.59000027,2,0
"694",1121425,"23/08/2017","23/08/2017","1178","144594","35-39","M",2,8,7,85970,14,24.78000021,1,1
"695",1121428,"23/08/2017","23/08/2017","1178","144595","35-39","M",7,9,13,131232,16,29.53999937,1,1
"696",1121429,"23/08/2017","23/08/2017","1178","144595","35-39","M",7,13,9,152454,22,37.84999979,1,1
"697",1121430,"23/08/2017","23/08/2017","1178","144595","35-39","M",7,10,9,28989,2,2.290000021,1,0
"698",1121433,"24/08/2017","24/08/2017","1178","144596","35-39","M",66,69,72,80248,15,24.1900003,1,1
"699",1121437,"24/08/2017","24/08/2017","1178","144596","35-39","M",66,68,68,38580,5,8.519999981,1,0
"700",1121439,"25/08/2017","25/08/2017","1178","144597","40-44","M",10,11,15,621591,91,163.36,5,1
"701",1121440,"25/08/2017","25/08/2017","1178","144597","40-44","M",10,15,11,250499,36,58.14000005,3,1
"702",1121442,"25/08/2017","25/08/2017","1178","144597","40-44","M",10,15,14,131637,18,29.30999982,2,1
"703",1121443,"25/08/2017","25/08/2017","1178","144597","40-44","M",10,12,15,463813,69,116.3399996,4,2
"704",1121444,"25/08/2017","25/08/2017","1178","144597","40-44","M",10,13,12,211767,35,60.89999914,5,1
"705",1121446,"25/08/2017","25/08/2017","1178","144598","40-44","M",15,17,17,163181,26,40.02000093,1,1
"706",1121451,"25/08/2017","25/08/2017","1178","144599","40-44","M",16,20,18,1117385,147,260.0699984,11,2
"707",1121452,"25/08/2017","25/08/2017","1178","144599","40-44","M",16,21,22,1663441,205,359.4700001,17,6
"708",1121453,"25/08/2017","25/08/2017","1178","144599","40-44","M",16,18,17,455248,54,105.7099996,5,2
"709",1121454,"25/08/2017","25/08/2017","1178","144599","40-44","M",16,22,20,75589,6,10.66000009,1,1
"710",1121455,"24/08/2017","24/08/2017","1178","144599","40-44","M",16,21,22,594267,82,143.3000009,3,2
"711",1121456,"24/08/2017","24/08/2017","1178","144599","40-44","M",16,22,22,315281,35,65.02999854,1,0
"712",1121464,"24/08/2017","24/08/2017","1178","144601","40-44","M",19,23,25,363456,71,117.5599997,7,1
"713",1121466,"24/08/2017","24/08/2017","1178","144601","40-44","M",19,23,25,438983,81,143.4300001,3,1
"714",1121467,"24/08/2017","24/08/2017","1178","144601","40-44","M",19,20,24,42563,5,9.659999847,1,1
"715",1121469,"25/08/2017","25/08/2017","1178","144602","40-44","M",20,26,21,399035,75,124.7999995,7,3
"716",1121471,"24/08/2017","24/08/2017","1178","144602","40-44","M",20,21,26,304680,59,98.55000019,3,0
"717",1121472,"24/08/2017","24/08/2017","1178","144602","40-44","M",20,21,25,140596,23,40.77000022,1,0
"718",1121473,"24/08/2017","24/08/2017","1178","144602","40-44","M",20,25,22,439986,80,134.8799999,4,3
"719",1121474,"21/08/2017","21/08/2017","1178","144602","40-44","M",20,26,26,75803,11,19.3599999,2,2
"720",1121477,"21/08/2017","21/08/2017","1178","144603","40-44","M",21,27,22,7073,0,0,1,0
"721",1121481,"19/08/2017","19/08/2017","1178","144604","40-44","M",22,27,25,153586,28,43.01000035,2,0
"722",1121482,"19/08/2017","19/08/2017","1178","144604","40-44","M",22,24,24,180815,31,42.62999976,1,0
"723",1121483,"19/08/2017","19/08/2017","1178","144604","40-44","M",22,26,23,253169,51,75.78999984,1,0
"724",1121484,"19/08/2017","19/08/2017","1178","144604","40-44","M",22,28,27,34453,5,7.710000038,1,1
"725",1121487,"19/08/2017","19/08/2017","1178","144605","40-44","M",23,25,26,51550,8,14.03999984,1,0
"726",1121489,"19/08/2017","19/08/2017","1178","144605","40-44","M",23,28,24,110018,24,39.85999966,1,0
"727",1121493,"19/08/2017","19/08/2017","1178","144606","40-44","M",24,28,30,137584,21,36.77999961,1,0
"728",1121497,"19/08/2017","19/08/2017","1178","144606","40-44","M",24,25,27,209825,30,54.86999953,1,0
"729",1121499,"19/08/2017","19/08/2017","1178","144607","40-44","M",25,27,31,264222,63,87.7899996,1,1
"730",1121510,"19/08/2017","19/08/2017","1178","144608","40-44","M",26,30,31,31202,5,6.730000019,1,0
"731",1121511,"18/08/2017","18/08/2017","1178","144609","40-44","M",27,29,32,252991,49,76.83999932,3,0
"732",1121514,"18/08/2017","18/08/2017","1178","144609","40-44","M",27,31,30,56265,9,15.53999972,1,0
"733",1121523,"18/08/2017","18/08/2017","1178","144611","40-44","M",29,32,34,76923,11,17.67000008,2,2
"734",1121524,"18/08/2017","18/08/2017","1178","144611","40-44","M",29,30,35,209332,30,49.60000014,3,1
"735",1121525,"18/08/2017","18/08/2017","1178","144611","40-44","M",29,32,33,214094,31,53.26999903,1,0
"736",1121526,"19/08/2017","19/08/2017","1178","144611","40-44","M",29,35,32,526209,85,126.9299996,3,2
"737",1121527,"19/08/2017","19/08/2017","1178","144611","40-44","M",29,35,35,741143,120,179.620001,4,1
"738",1121528,"19/08/2017","19/08/2017","1178","144611","40-44","M",29,33,31,172827,25,38.42000043,2,0
"739",1121530,"19/08/2017","19/08/2017","1178","144612","40-44","M",30,36,33,188873,38,58.5999999,1,1
"740",1121532,"19/08/2017","19/08/2017","1178","144612","40-44","M",30,35,32,123126,25,39.72999978,2,1
"741",1121535,"20/08/2017","20/08/2017","1178","144613","40-44","M",31,33,32,77794,14,19.11000001,1,1
"742",1121541,"21/08/2017","21/08/2017","1178","144614","40-44","M",32,33,37,56630,9,15.81000018,1,1
"743",1121544,"21/08/2017","21/08/2017","1178","144614","40-44","M",32,33,36,400844,85,140.9700022,4,2
"744",1121545,"20/08/2017","20/08/2017","1178","144614","40-44","M",32,33,35,208572,36,60.76000023,2,1
"745",1121548,"21/08/2017","21/08/2017","1178","144615","40-44","M",36,38,37,59004,8,13.51000011,1,0
"746",1121551,"21/08/2017","21/08/2017","1178","144615","40-44","M",36,40,39,196253,32,55.10000002,1,0
"747",1121554,"21/08/2017","21/08/2017","1178","144616","40-44","M",63,64,66,51858,8,12.63000011,1,1
"748",1121557,"21/08/2017","21/08/2017","1178","144616","40-44","M",63,68,64,280764,49,81.36000025,2,1
"749",1121561,"21/08/2017","21/08/2017","1178","144617","40-44","M",64,69,70,63660,11,16.47000003,1,1
"750",1121562,"20/08/2017","20/08/2017","1178","144617","40-44","M",64,65,67,109289,19,31.02999997,1,0
"751",1121568,"20/08/2017","20/08/2017","1178","144618","40-44","M",65,70,70,188440,40,60.72999966,2,1
"752",1121571,"20/08/2017","20/08/2017","1178","144619","40-44","M",2,3,5,212496,44,74.83000135,2,1
"753",1121572,"20/08/2017","20/08/2017","1178","144619","40-44","M",2,6,3,32574,5,7.480000019,1,0
"754",1121575,"20/08/2017","20/08/2017","1178","144619","40-44","M",2,4,5,128595,23,36.4800005,1,1
"755",1121577,"20/08/2017","20/08/2017","1178","144620","40-44","M",7,9,11,242234,48,68.06000054,2,0
"756",1121584,"20/08/2017","20/08/2017","1178","144621","40-44","M",66,67,67,33154,5,7.879999995,1,1
"757",1121585,"20/08/2017","20/08/2017","1178","144621","40-44","M",66,72,68,9773,1,1.460000038,1,0
"758",1121589,"20/08/2017","20/08/2017","1178","144622","45-49","M",10,16,11,464036,77,123.5500004,3,1
"759",1121590,"20/08/2017","20/08/2017","1178","144622","45-49","M",10,16,15,478480,75,135.7500012,3,1
"760",1121592,"20/08/2017","20/08/2017","1178","144622","45-49","M",10,14,11,428812,66,116.8800001,4,2
"761",1121593,"26/08/2017","26/08/2017","1178","144622","45-49","M",10,16,16,1177535,221,365.6600009,15,3
